Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Spiritual Passion (aka Dubious),Dexys Midnight Runners,False,5UUEuHiuiRszWmE4vn1F95,0,202426,2007,https://i.scdn.co/image/ab67616d0000b273da0709dff02bdf8d8a3de94e,False,63,"['new romantic', 'new wave', 'new wave pop']"
Simple Man,Bad Company,False,5EAsAbQ2b8VONqwmawo4du,44,218813,1976,https://i.scdn.co/image/ab67616d0000b273a8a59d9cea68663d02e2e854,False,59,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']"
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,False,1LuCusyHRvBoatTqAn1PwJ,20,150120,1965,https://i.scdn.co/image/ab67616d0000b2735828fae660493f3cef3f838e,False,51,"['bubblegum pop', 'classic garage rock', 'doo-wop', 'merseybeat', 'rock-and-roll']"
Get It While You Can,Janis Joplin,False,3dOfHE5J4Qsj1hJ35vnfn4,43,203400,1971,https://i.scdn.co/image/ab67616d0000b2736f8c26346723dd0531696bed,False,64,"['album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']"
Too Much Stuff,Dave Brockie Experience,False,5UDoSphfB1agTFhGReCfqQ,9,100506,2001,https://i.scdn.co/image/ab67616d0000b273a14db744b39513eb68b38897,False,17,['comedy rock']
Message To A Friend,Pat Metheny / Charlie Haden,False,6zsZUmX3J9KPd5FxtEX8zT,30,372533,1997,https://i.scdn.co/image/ab67616d0000b2733f0e5ef00415769ca559723f,False,55,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']"
You Devil You,themselves,False,4xQ1c5U76S1rcxHYxQE5UB,2,245306,2019,https://i.scdn.co/image/ab67616d0000b2732be98bb1d81adb0f2297b71e,True,18,['abstract hip hop']
Floating (Edit),Beat Pharmacy,False,5SFew6BpZHtdeDBdxFdSRj,0,569466,2007,https://i.scdn.co/image/ab67616d0000b2734c87f12699444b06c09db6b8,False,13,['dub techno']
Other Side Of Antarctica,Vangelis,False,717mHCBgkTNyE9G9qrt5AU,18,410506,1983,https://i.scdn.co/image/ab67616d0000b273499aba07fdc359884d62e9e9,False,62,"['cyberpunk', 'synthesizer']"
Breathe Easy,Williamson,False,7yAd4iw9OsXGta2srLLVAf,0,203174,2005,https://i.scdn.co/image/ab67616d0000b27380661ab15b103fcf885a1343,False,5,[]
All I Can Do,Kane,False,0Reb4BA9S5XnCZeXilXzYD,20,182106,2005,https://i.scdn.co/image/ab67616d0000b27398d7ffc4b4a09b58b66e8c99,False,46,"['dutch pop', 'dutch rock']"
Privilege of Evil (From the Privilege of Evil EP),Amorphis,False,4WZ11XYmeAx3geqc8oSHI8,9,228866,1992,https://i.scdn.co/image/ab67616d0000b27355f6d77fd9d20f34410ce66e,False,49,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'gothic metal', 'melodic death metal', 'metal', 'power metal', 'progressive doom', 'symphonic metal', 'viking metal']"
Jah Jah Children,Sugar Minott,False,4XccE0psmo9BzLLLInM1ns,6,259680,2005,https://i.scdn.co/image/ab67616d0000b273a03cc20407116183eb97d08f,False,46,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Break That Ice,Extrabreit,False,68zIWRZypFbWgyYHbvO7Ir,0,285040,1984,https://i.scdn.co/image/ab67616d0000b2734a1f84f1f4c5fd8f5cd08552,False,42,"['german rock', 'neue deutsche welle']"
Don't Take Your Spirit Away,Deitrick Haddon,False,6aatlkrCJqvMMoIEVJXPnr,11,234466,2008,https://i.scdn.co/image/ab67616d0000b273db1ee63e90178987257742ff,False,44,['gospel']
Your Recipe,Aswad,False,4ibP5e0CTCDn5OIiQ72DXU,26,265533,1983,https://i.scdn.co/image/ab67616d0000b2733fe656de78e6b4f2aaea3f13,False,45,"['reggae', 'roots reggae', 'uk reggae']"
Lost Again,Bob Margolin,False,79uO3LpHypm89hheeyUs6X,1,166426,2011,https://i.scdn.co/image/ab67616d0000b273ab128cb1cf572da12d03315c,False,21,"['acoustic blues', 'blues', 'electric blues', 'modern blues', 'power blues-rock']"
Women,The Plimsouls,False,01kWYGyEavh8af06EpV4Rs,6,169933,1981,https://i.scdn.co/image/ab67616d0000b273c53fb04de503bbb5b066c2e4,False,32,"['jangle pop', 'power pop', 'underground power pop']"
Mailbox Arson,Alexisonfire,False,4Z8I7duMZXqVTOwEjd1LVX,31,212120,2006,https://i.scdn.co/image/ab67616d0000b27348a530da393aaa1ad196277f,True,55,"['canadian post-hardcore', 'canadian rock', 'post-hardcore', 'screamo']"
Highest State of Consciousness,Sabda Brahma,False,09pOSieLIsb92AmPvyMqKl,0,256333,2008,https://i.scdn.co/image/ab67616d0000b27370ecb8f318e755b7b0f97cf4,False,0,[]
One Person At A Time,Jonny Lang,False,5A81xWjjhB3GgsdiwFzjKb,8,241946,2010,https://i.scdn.co/image/ab67616d0000b2730db8dd0111923c5fab224363,False,50,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'southern rock']"
Vous Qui Passez Sans Me Voir,Line Renaud,False,58zMHmOIpJ5wCjbm9rwSd3,4,179866,1997,https://i.scdn.co/image/ab67616d0000b273f3ec0214ab8abe7409506b3f,False,32,"['vintage chanson', 'ye ye']"
Take My Hand,Ben Harper And The Blind Boys Of Alabama,False,0jNu4R05jhpDKhgqSER9AC,25,234600,2004,https://i.scdn.co/image/ab67616d0000b273276db06c074355ee006a8dfc,False,62,"['neo mellow', 'pastoral']"
Ninja Mental,Illya Kuryaki And The Valderramas,False,4TicjhD6UpAyVkFQibEsoc,23,234000,1996,https://i.scdn.co/image/ab67616d0000b273c1d1741b05df0e3dd2bfcc46,False,50,"['argentine rock', 'latin alternative', 'latin funk', 'rock en espanol']"
Un P'Tit Brin De Musette,Andr\xc3\xa9 Verchuren,False,5MVcHmSo2U2uiKog7dAqJy,0,166626,2013,https://i.scdn.co/image/ab67616d0000b27341968dd3ee3075da71c97688,False,0,[]
And I Hear You Call,Amorphis,False,2PnDwmxZ6w5ki0S77tz5Vt,9,280973,2024,https://i.scdn.co/image/ab67616d0000b273b48fca80821712ba1afbbc8a,False,49,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'gothic metal', 'melodic death metal', 'metal', 'power metal', 'progressive doom', 'symphonic metal', 'viking metal']"
McHattie's Waltz,The Waybacks,False,3X7LneclbRRkejkdmzeN5v,1,288493,2000,https://i.scdn.co/image/ab67616d0000b273cc195e6561cfd448f336e774,False,16,"['instrumental bluegrass', 'mandolin', 'progressive bluegrass']"
Somewhere In Time,Dave Alvin,False,0uWlB0hav9zXbmBqGcFrmv,19,255906,2004,https://i.scdn.co/image/ab67616d0000b27350f3557579b65aa4d7c93a48,False,58,['roots rock']
Tu Me Desesperas,Adalberto Santiago,False,1ZLopImd6BQ46SRJa7RRZ0,15,301960,1977,https://i.scdn.co/image/ab67616d0000b273122e5e3b929f3cda35b87efb,False,59,"['salsa', 'salsa puertorriquena']"
The Plan (The Plan Album Version),Raze,False,0dfncGnaBY81dfwXkyJmbr,7,196586,2000,https://i.scdn.co/image/ab67616d0000b2739b8937bc6f85bc9aa4eafcd3,False,10,[]
It Seems Like A Dream,Yank Rachell,False,5O6iCeKvQDQGEprGjxtaTD,0,172600,2007,https://i.scdn.co/image/ab67616d0000b2733b125d4a4c698da5a4d67857,False,4,"['country blues', 'jug band']"
Break,Orbit,False,1W2OxKNyfYwtyR8G31QJFl,18,176889,2021,https://i.scdn.co/image/ab67616d0000b273181c2abd48ab78b847761303,False,18,[]
