Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Seed,Paloalto,False,6EOLwcaCpS4IhzzE1knYN5,2,288093,2003,https://i.scdn.co/image/ab67616d0000b2733f325930d16bfd2d8d786091,False,21,['grunge pop']
Ask Fi War,Bounty Killer,False,7fpk4PXbLbLFZalVscI0Eb,10,221106,1996,https://i.scdn.co/image/ab67616d0000b2738b083464d5ee1952349a2f64,False,64,"['east coast hip hop', 'hardcore hip hop']"
Desde mi cielo,Mago de Oz,False,7mGOuPMLa2HghuRANiGYf9,53,380680,2005,https://i.scdn.co/image/ab67616d0000b273409841a01c3a1f4add30fb3d,False,70,"['celtic metal', 'latin rock', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']"
You Said You Loved Me,Orchids,False,28PjQUzKV1Q934t9Eyyuci,6,180517,1993,https://i.scdn.co/image/ab67616d0000b273323d2727259b0400c2e05963,False,22,"['c86', 'tape club', 'twee pop']"
Gone,Sugarbomb,False,6gOnmtEr63anrrTxv7XWnQ,0,219733,2001,https://i.scdn.co/image/ab67616d0000b2732e63280a93807cb50e014a46,False,15,[]
Don't Lie,Dead To Me,False,1PrCGbCevBNNeUqH4Vvd2h,29,145560,2006,https://i.scdn.co/image/ab67616d0000b27369668ac23f2fe8191448321b,False,32,"['orgcore', 'skate punk']"
Into My Eyes,Cherrelle,False,53lXgDCnqzT8TyjmR8BURh,0,290826,1999,https://i.scdn.co/image/ab67616d0000b27338ba161626c616afd8bda6d8,False,44,"['contemporary r&b', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
Intermezzo,The American Boychoir,False,5591VaKq1QeYbZrbhmhgYB,0,224493,2002,https://i.scdn.co/image/ab67616d0000b273b3ac20dec4af400eb3a0e843,False,70,"['classical', 'german romanticism', 'late romantic era']"
Violence in Fluid Triceratops,Arsonists Get All The Girls,False,22UGgNZkNro8ppngffgjdb,21,241000,2010,https://i.scdn.co/image/ab67616d0000b273b1b018faf3dff88a576c4952,False,26,"['deathcore', 'melodic metalcore', 'nintendocore', 'trancecore']"
El Capitan (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,False,7GvaHwUMGM33Ot3r7C8NRE,0,138576,1998,https://i.scdn.co/image/ab67616d0000b273b1d0b16cbea29b3e12ecbc76,False,38,"['american romanticism', 'concert band']"
Chorando Baixinho,Yamandu + Dominguinhos,False,0UXOyFFdwN2WL5bHfVZRSG,3,276786,2007,https://i.scdn.co/image/ab67616d0000b2738102e445cfe6a3ce96180f5f,False,42,"['bossa nova', 'choro', 'choro contemporaneo', 'violao', 'violao classico']"
How Can You Resist It,Teena Marie,False,5MC5YE23F4Z0p8PYG1mWIU,5,326400,1990,https://i.scdn.co/image/ab67616d0000b273fe218dc84edff20772c50665,False,52,"['contemporary r&b', 'funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
He Will Break Your Heart,Jerry Butler,False,2ZJZcqM60OwgqTO1OvJpHL,30,170093,1961,https://i.scdn.co/image/ab67616d0000b273c646bd3e3fa6c23682fd28c8,False,38,"['chicago soul', 'classic soul', 'motown', 'philly soul', 'soul']"
For You,Mr. Lif,False,7qy3B0xv1MFxuUbvWPzQv9,15,251092,2023,https://i.scdn.co/image/ab67616d0000b2733f946835721ffb786716d244,False,36,[]
Up North Trip,Mobb Deep,False,7KQvT4YuzcmyogWg7Gq4Z5,45,298000,1995,https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97,True,68,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
Rhumboso,Nestor Torres,False,6ZHS1ZLZR4kF5bIabaatKI,0,294626,2006,https://i.scdn.co/image/ab67616d0000b27304af597aea370a69872c7f81,False,25,"['jazz flute', 'jazz puertorriqueno']"
