Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Man I Used To Be,K-OS,False,1jVudwSMKdHz3Fod2dI5Ma,36,223080,2007,https://i.scdn.co/image/ab67616d0000b2734c56814c3a05d8bd29166590,False,44,"['alternative hip hop', 'canadian hip hop', 'canadian old school hip hop']"
Funky Butt,Rockin' Dopsie_ Jr._ The Zydeco Twisters,False,6SSuiVnwbY1naM3y7yE65X,0,212866,2008,https://i.scdn.co/image/ab67616d0000b2733c329c6351f1f047f86712df,False,15,[]
Take Your Leave Of Me Baby,Doug MacLeod,False,6Ehqgp7fgK3eC6EkytKUyX,0,267586,2015,https://i.scdn.co/image/ab67616d0000b2731f7c03ec27b87f03fbd0faab,False,26,"['acoustic blues', 'blues']"
If Ever I Would Leave You,London Theatre Orchestra,False,0IrBGqn2NufVx9vHlo94tS,0,165463,1977,https://i.scdn.co/image/ab67616d0000b273ae568c4ed1a34c626f5e8100,False,4,[]
These Four Walls,Shawn Colvin,False,6Nhx9mQyWDE1kDQUsoAKVe,10,177200,2006,https://i.scdn.co/image/ab67616d0000b273c1d8a406e0b647c6b51b3853,False,46,"['austin singer-songwriter', 'ectofolk', 'folk', 'lilith', 'new wave pop', 'singer-songwriter']"
Baltech's Lament,The Lord Weird Slough Feg,False,7vHyvcf8sBPNHEUGwWUFZm,3,252640,2003,https://i.scdn.co/image/ab67616d0000b273653b9c62cba6be9a094e662d,False,17,"['nwothm', 'us power metal']"
bereit,Panzer AG,False,073rbzkUbbAjaTfNptTirY,7,233226,2004,https://i.scdn.co/image/ab67616d0000b2739b0616556ac12d2fc4a35c88,False,15,"['aggrotech', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal']"
Whiskey on the Fire,Aaron Watson,False,2dX9RniBuvHXuoUHCsna3K,10,171106,2008,https://i.scdn.co/image/ab67616d0000b273973d256880adb5d4ebc153b1,False,52,"['classic texas country', 'country road', 'red dirt', 'texas country']"
Saturday,T.O.K.,False,1MqbZdLryc5EQuReq9zwnQ,23,162720,2003,https://i.scdn.co/image/ab67616d0000b273a37f13ddeed73cd5cb46b0da,False,88,"['adult standards', 'easy listening', 'lounge']"
1492,Scarlet's Remains,False,07MqBiW7gcPA1thHT3o2GH,17,244946,2005,https://i.scdn.co/image/ab67616d0000b273700ce3dede97dce4c927c082,False,26,"['deathrock', 'gothic rock']"
Bee Sting Stings,Tullycraft,False,2OnGts8eSNrU68vzG0l7Kf,1,202146,1998,https://i.scdn.co/image/ab67616d0000b273f9e09740345f38fc634297f5,False,24,"['seattle indie', 'tape club', 'twee pop']"
Guarare (Live At The Beacon Theatre),Ray Barretto,False,4ecGwerqvbmElh9gXeQyNp,7,538066,2006,https://i.scdn.co/image/ab67616d0000b2736d6d21581f0d9eb5e865ab61,False,51,"['boogaloo', 'latin jazz', 'salsa']"
Warhead (Live in Croatia_ 1993),U.K. Subs,False,5z1KCqdJ8QJt9GGv7HKyF3,0,242160,1993,https://i.scdn.co/image/ab67616d0000b2737d0b0f563aa2029120bbc9d3,False,35,"['hardcore punk', 'oi', 'punk', 'uk82']"
Head Hunter,Johnny Otis,False,7leTRezJtk3ICqJwCKhILc,0,181875,2023,https://i.scdn.co/image/ab67616d0000b2735e5613b637abf26998b6721d,False,34,"['jazz blues', 'jump blues', 'rhythm and blues']"
Waltzing Matilda,Leon Berry,False,2VhzrvkK6XjCAjWlu6eAt0,0,169253,1961,https://i.scdn.co/image/ab67616d0000b273a421c5d7dcd28ec0a8e8dfa2,False,6,[]
Conquer Me,Delroy Wilson,False,4QPPrBB04DY3mgvm4HavKM,2,173133,2017,https://i.scdn.co/image/ab67616d0000b27361a4f1de18c451df5ee4a59f,False,40,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Nordfjorloftet,YGGDRASIL,False,41rg2MBvOylTqzJA3cjRbY,0,194533,1999,https://i.scdn.co/image/ab67616d0000b273a03dbaea5622f56993b46a03,False,0,[]
Slaves & Bulldozers,Soundgarden,False,5OItvMnlXm5OugNhUQwxgS,45,416200,1991,https://i.scdn.co/image/ab67616d0000b27386ea45263405a29c7f433d3d,False,70,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'rock']"
