Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Cranford: Deborah's Vigil,Carl Davis,False,4jM8GE61fOs3LXKYdHSM3Q,0,167293,2010,https://i.scdn.co/image/ab67616d0000b273f9399bce3f1af30fe67f7f9f,False,44,[]
All Is One,Atman,False,3Poq8yFX65MNfVs49ANf2k,9,437026,1998,https://i.scdn.co/image/ab67616d0000b273a14ab8cbc95dc8f06cbae2a2,False,16,[]
Washes Over Me,Wamdue Project,False,6d8ek7nJZFgO3ZxZIZ59XO,2,375443,2021,https://i.scdn.co/image/ab67616d0000b273038456bbd595cc2172e71a8d,False,15,['soulful house']
Junior Crehan's Favourite - Corney Is Coming,Planxty,False,66jbTaMvghsT6Zo9IGBEpr,16,161146,1973,https://i.scdn.co/image/ab67616d0000b273f0625179adb1626332232240,False,38,"['british folk', 'celtic', 'irish folk', 'uilleann pipes']"
Jag Vet En Dejlig Rosa,Thomas Battenstein,False,3o39i1lHVXAjFzVYQjECSy,0,176560,2019,https://i.scdn.co/image/ab67616d0000b273dff7fa42228adc8fe11d5277,False,74,"['gregorian chant', 'puirt-a-beul']"
Hannikaisen baari,Hector,False,7xjNukWEpU2ujQ9tAJR0EL,21,282666,1976,https://i.scdn.co/image/ab67616d0000b273c8e4ee9b449a9cf10a7aa110,False,42,"['classic finnish rock', 'classic iskelma', 'suomi rock']"
Luo Cuo Che,Sammi Cheng,False,2eQ9O9fl3o51jTmSt58QiG,2,192480,2009,https://i.scdn.co/image/ab67616d0000b27351f1eff6ebbef533f480fae5,False,54,"['c-pop', 'cantopop']"
It Could All Get Blown Away,The Jeff Healey Band,False,0eNMDvsXmxcIpTHYOb8aBs,16,283106,1992,https://i.scdn.co/image/ab67616d0000b273ee88d1bfac52a578182a16bc,False,46,"['blues', 'blues rock', 'canadian blues', 'country rock', 'electric blues', 'modern blues']"
Bob Your Head,RUN-DMC,False,2TxvBtEMZHCO4usgdAmALh,7,226560,1990,https://i.scdn.co/image/ab67616d0000b273dafc665e5199dadbf07d2109,True,68,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
Make it up,Anthony Cruz,False,6bZLzLMSj2Vv1rGVicWVm1,0,264680,2008,https://i.scdn.co/image/ab67616d0000b273d4a428f3e9105454003f6b95,False,17,['salsa']
