Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Volumatic Spacer Device,The Chap,False,66SECha3ZzqL87bZ1hCWgb,0,231653,2003,https://i.scdn.co/image/ab67616d0000b2738f1fd7fdafb721625d76136a,False,11,"['british experimental', 'experimental pop']"
Putt Jhatt Da Gulabi Phull Varga,DJ Vix,False,4S01fOBMsQ2ssFYXLBeSgg,1,98773,2008,https://i.scdn.co/image/ab67616d0000b273945e5e99144112d2592cd950,False,27,['bhangra']
Namibia,Ziggy Marley And The Melody Makers,False,2rqK62pUUnffQeZTQNgnzi,5,246466,1991,https://i.scdn.co/image/ab67616d0000b27387d9a181a8dce1978a22d9eb,False,43,"['reggae', 'roots reggae']"
Unlearn,Crematorium,False,7i4hkMMWTl02apbFoaUEQh,0,210133,2002,https://i.scdn.co/image/ab67616d0000b27330b4487a43dec4fd18764799,False,2,[]
Sweet Lady,Ernest Ranglin / Floyd Lloyd,False,7iV4VhPTtKp6CWhSAXigg0,0,296493,1996,https://i.scdn.co/image/ab67616d0000b2733525713415fa01f0ef08a417,False,1,[]
Forever,Franco,False,6SmU2EobP4YEX1puSivNTn,29,633901,2016,https://i.scdn.co/image/ab67616d0000b273d46ee7c87b2d7d1772bf9cd1,False,57,"['electronica', 'trip hop']"
3,Britney Spears,False,6pymOcrCnMuCWdgGVTvUgP,57,213173,2009,https://i.scdn.co/image/ab67616d0000b273cc8fa71a43ad87783b3f64be,False,84,"['dance pop', 'pop']"
Meet Me in the City,Junior Kimbrough,False,5LmmZgxFg1sSfxENxsdtak,42,151360,2009,https://i.scdn.co/image/ab67616d0000b27363b7e3b8951104a28ddfa3bb,False,38,"['acoustic blues', 'country blues', 'delta blues', 'traditional blues']"
Oh What A Feeling,Everly Brothers,False,41lplfYz538rEa0RaHlAAN,10,127706,1960,https://i.scdn.co/image/ab67616d0000b27308583afa01434b9ff4a2c80f,False,60,"['adult standards', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
Heyya Heyya,Ramy Ayach,False,4XzTovq6W85CHiKOEOf9eF,1,239699,2002,https://i.scdn.co/image/ab67616d0000b27322b32ff176a999e5937f5b8a,False,46,"['arab pop', 'lebanese pop']"
Misty Valley,Frank Chacksfield & His Orchestra,False,1pLQIk6lLAMyHl4YSZfrOb,2,156746,2012,https://i.scdn.co/image/ab67616d0000b273b9bbab50d8afe3ce68fc5765,False,6,[]
Sehnsuchtsexpress,Frl.Menke,False,2MS0C0SYkviImLuOFz8nXv,0,217213,2008,https://i.scdn.co/image/ab67616d0000b273fb101fee9e5197ae282e8266,False,25,['neue deutsche welle']
Come Alive,Agnostic Front,False,6PgNuWIZ1Aechvuv5073Xb,3,122186,2007,https://i.scdn.co/image/ab67616d0000b27334213473219c325b13486692,False,43,"['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk']"
Spitting Games,Snow Patrol,False,7FnPuMFgc7YDuwQkGpttr2,50,226026,2004,https://i.scdn.co/image/ab67616d0000b2733da246ae81087859a89fe42a,False,71,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']"
Drones,Rise Against,False,22halVfBvS3kd9ZaLAQ3Aw,41,181600,2006,https://i.scdn.co/image/ab67616d0000b2733d49fa9efbba5f8ecc35b0df,False,73,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'pop punk', 'post-grunge', 'punk']"
Check the bomb,Refractory,False,06KN3f2irBz9QSBupYfiZ2,2,359093,2005,https://i.scdn.co/image/ab67616d0000b273569656686023adb2d0883e69,False,15,[]
System of Play,Theodor Zox,False,3aZAVizeugXVGYKA9kW6OP,0,382000,2007,https://i.scdn.co/image/ab67616d0000b273864efb58cefabeffcee68dd2,False,1,[]
Birch,Maximilian Hecker,False,5vNQcHAEiTNh8QfdmLcbMn,1,259144,2005,https://i.scdn.co/image/ab67616d0000b2731c4b79329d81cb037afe20da,False,28,['melancholia']
Same Old Thing,Albert Collins,False,4G5MIzuLUnQWwrVynlNTPm,3,356200,1993,https://i.scdn.co/image/ab67616d0000b27325c6e88224b6f36a6e5bc215,False,50,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']"
Voodoo Doll,Fergie,False,4E7j3Lhfgpty2zaYS53Wlo,22,263040,2006,https://i.scdn.co/image/ab67616d0000b27310591d448ff910d4275893a6,False,71,"['dance pop', 'pop']"
Nerio Compra Una Contestadora,Los Amigos Invisibles,False,3m73FKWJzHq2F0ktkj0m75,0,24333,1998,https://i.scdn.co/image/ab67616d0000b27381d2e6c40d4a100aaac23c6d,False,61,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']"
Killer (Single Version),Seal,False,5NWuFuBYzgxOv8ATZltnTZ,21,257493,1991,https://i.scdn.co/image/ab67616d0000b27306bd49adc9b5ef017e2130f1,False,66,"['british soul', 'new wave pop']"
Sunset Manifesto,Flink,False,17M0GWFCVXxa2JBXCRxzRu,0,161453,2007,https://i.scdn.co/image/ab67616d0000b2736b28e9e0a62309d508c8dc42,False,1,[]
From My Hands,Salt The Wound,False,50KZRMRmGz3ECHNIJYaWOY,9,241560,2009,https://i.scdn.co/image/ab67616d0000b2739f2097daa00553065e7869ea,False,20,['deathcore']
Tanz,ZENFU,False,6mGCwsiXb39KFIddHLgAbH,4,128520,1990,https://i.scdn.co/image/ab67616d0000b273345bf9e816811fa1743a46d3,False,15,['renaissance']
Paradise In Your Eyes,Winston Reedy,False,5Q4dWVW5GnNpUTURAVz7qh,15,268696,2011,https://i.scdn.co/image/ab67616d0000b273cfeb5a874ba417aafe41c8f2,False,27,['lovers rock']
The Way I Am,Eminem,False,23wfXwnsPZYe5A1xXRHb3J,71,290426,2000,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,True,93,"['detroit hip hop', 'hip hop', 'rap']"
