Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
When It Stings,Pictures of Then,False,7s54C7kobz2WT0hWIXnz8n,0,182920,2023,https://i.scdn.co/image/ab67616d0000b27395516c5f89e47b17c429f9b0,False,2,[]
New Love,Ziggy Marley And The Melody Makers,False,6yI4JHTwOSu851QM7ogFej,27,221560,1988,https://i.scdn.co/image/ab67616d0000b2730ebfa3537265a3d6937b7180,False,43,"['reggae', 'roots reggae']"
Hindsight,Call To Preserve,False,68lfCuvPHsL06rECxcuovU,0,44693,2008,https://i.scdn.co/image/ab67616d0000b273d97a200a8f342ebf3a239be3,False,6,[]
Com Una Flama,Ai Ai Ai,False,5jq7w115PZ4JCId6FvqSbY,0,254000,1995,https://i.scdn.co/image/ab67616d0000b273d0ba6ab12bf4be4b4f277cc3,False,16,"['rumba', 'rumba catalana']"
End Of The Beginning,30 Seconds To Mars,False,0iri98FuLZwsfl67wrxnVw,31,279560,2002,https://i.scdn.co/image/ab67616d0000b27366eed0cb14c4a0523ff283bc,False,70,"['modern rock', 'post-grunge']"
Black Connect 3,Camp Lo,False,6da08JItyv6g2XOt6ONhEE,6,267173,2020,https://i.scdn.co/image/ab67616d0000b273352262178ce32a73741ad2c0,False,45,"['bronx hip hop', 'east coast hip hop', 'jazz rap']"
Jubilation T. Cornpone,Shelly Manne,False,1H2i8l3uwBzffcn3urDEG4,1,190773,2003,https://i.scdn.co/image/ab67616d0000b273e00f63646f7982e551c013e2,False,38,"['cool jazz', 'jazz drums']"
Life's Blood,Eighteen Visions,False,2DaDzxOjwb7D2f11jNrRxT,3,171293,2001,https://i.scdn.co/image/ab67616d0000b273d3967e6030cb1d339a5a4444,False,32,['melodic metalcore']
Lookin' for My Baby,Little Milton,False,1FEp5Z2fc9xzVOVJr8bAwb,7,155461,2013,https://i.scdn.co/image/ab67616d0000b27349ec145657e07ad574b67a96,False,33,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']"
Slow And Low,RUN-DMC,False,5YmaQ3qRV23AweOdQSalVY,10,266226,1985,https://i.scdn.co/image/ab67616d0000b273c2a168906a5672f98a7b3b0f,False,68,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
Lift Jesus Up,The Jackson Southernaires,False,3dOzDpxKkkv66MEhQqAkhy,0,235360,1986,https://i.scdn.co/image/ab67616d0000b273a5d5f6d8750dcc9a2fdf2c4e,False,28,['praise']
The Harbour,Dario Marianelli,False,1vlaCsYTRTeG2x23RIoB6U,2,227933,2007,https://i.scdn.co/image/ab67616d0000b273330693ecdc7c774504bc2d96,False,61,"['orchestral soundtrack', 'soundtrack']"
Dio Nisia,Giorgos Sabanis,False,6LdR1UYMIqsaaUt0hiWVBN,4,248426,2015,https://i.scdn.co/image/ab67616d0000b27360dce02a94a651a3789727f1,False,54,"['greek pop', 'laiko']"
The Way Of Love (West Coast Diaries Vol. 1 Album Version),Charlie Peacock,False,7ti3WlC7o2cEOydeh21P1x,0,228773,1991,https://i.scdn.co/image/ab67616d0000b273d407a9f9686f2bca66952023,False,35,['deep christian rock']
L'idole des femmes,Pierre Perret,False,5XV7IaGDgEJr35yI5kC4qX,0,143694,2020,https://i.scdn.co/image/ab67616d0000b273f4b9dbbf86c5d17de676b62e,False,1,[]
La Rosa,Bobby Pulido,False,0HiDvAV1NFSt1rLXvrTO49,46,184920,1996,https://i.scdn.co/image/ab67616d0000b27312bf519abbd31f2d5004c6e6,False,65,"['banda', 'grupera', 'musica mexicana', 'norteno', 'tejano']"
All Or Nothing  (Wonderful World Album Version),Chris Eaton,False,0eiUTugKbAvcHTc69GiP0n,2,289026,1995,https://i.scdn.co/image/ab67616d0000b273efda9e91e7cecd0af910f36a,False,23,[]
Kicking And Screaming,Funeral For A Friend,False,2wCUacJiwlrUO3qUS1ntq0,9,205173,2008,https://i.scdn.co/image/ab67616d0000b273fafbae8eaa6a8f7c81189517,False,48,"['post-hardcore', 'screamo', 'uk post-hardcore']"
Terraplane Blues,Scott Ainslie,False,7CjjYjyRienkbRHR93dvha,0,208120,1997,https://i.scdn.co/image/ab67616d0000b27335fa0529dc6195339e57f19c,False,1,[]
Emerald,Bedrock,False,7iLaB0H4wqTRhH57NKzfQE,26,179615,2010,https://i.scdn.co/image/ab67616d0000b273747f154f54b110e5cbfc3aac,False,33,['classic progressive house']
To Pouli,Angela Dimitriou,False,0WGbznecitSYUMEaYba4YW,0,78720,2001,https://i.scdn.co/image/ab67616d0000b2739545f306980e220c1a06de8a,False,39,"['greek pop', 'laiko']"
Sou Vazo Diskola,Natassa Theodoridou,False,2UIQnpqtj9PH3AAtHonXBM,22,230173,2008,https://i.scdn.co/image/ab67616d0000b2735841575ade24b07a899ab625,False,52,"['entehno', 'greek pop', 'laiko']"
Heartbreaker,Free,False,6Z0jrdnaJTP05lgzlF1hmT,20,373212,1973,https://i.scdn.co/image/ab67616d0000b273e3dbc47835dbbb0e84faf7d0,False,56,"['album rock', 'blues rock', 'british blues', 'classic rock', 'hard rock']"
Goody Goody,Charlie Byrd Trio,False,6FcKztZzkdoOR097m86zkI,0,232986,1994,https://i.scdn.co/image/ab67616d0000b2735059500cc20c04c6a61cb66e,False,6,['jazz guitar trio']
Karma,Alicia Keys,False,588RGyR1f4Plc8nm7SrdCa,47,256000,2003,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b,False,81,"['neo soul', 'pop', 'r&b']"
Yo Quiero Contigo,Baby Rasta & Gringo,False,1lgY9ftZCnMrT4D0AD0Wde,16,167445,2019,https://i.scdn.co/image/ab67616d0000b27313d64d63222ce1be75264474,True,64,"['reggaeton', 'salsa choke', 'urbano latino']"
This Is A Stick Up,Ghetto Mafia,False,4gp8aTmhiFSN6Mbe4BPzo0,2,286373,1995,https://i.scdn.co/image/ab67616d0000b27319cd1e70bbb0c9c410cedd68,True,22,"['atl hip hop', 'old school atlanta hip hop']"
Vankina vapauden,Markus,False,0q0SSTNa2daaqsbtNRo6VQ,0,189360,2014,https://i.scdn.co/image/ab67616d0000b2730afaada7b0a08d2dd11ef07e,False,12,"['classic finnish pop', 'classic iskelma']"
Money Blues,Joanna Connor,False,4YTkVYbz6X1uViwzDz7c2k,1,243666,1998,https://i.scdn.co/image/ab67616d0000b273a3a7cccb06dde2e7811f12a8,False,25,['modern blues']
100 Club 1996 ''We Love You Beatles'' - Live,Sex Pistols,False,04zUglotgN53rdE5Fo5Kbw,0,88750,2006,https://i.scdn.co/image/ab67616d0000b273cdecf3d47d825421c8621c28,False,57,"['alternative rock', 'punk', 'rock']"
Pete's Crusade,Light Of The World,False,2YZJsd0gLmxJ3oX89sWR1p,21,248866,1992,https://i.scdn.co/image/ab67616d0000b2736eb280ef0f08e07ba2341897,False,32,['brit funk']
Baby_ It's Gonna Cost You,Frenchy,False,0RU96N7YEpv4AYnZ2YuFT4,0,198026,2012,https://i.scdn.co/image/ab67616d0000b273903fe16cdbeece108761844e,False,12,[]
Mohair Locker Room Pin-Up Boys,Adam Ant,False,2G0yfJKLSiMFuq0G39sVkP,6,194933,1985,https://i.scdn.co/image/ab67616d0000b27335038971b87d2a95bce0a3b8,False,42,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']"
Enslaved By Propaganda,Total Fucking Destruction,False,1iwc2P7FMsUVzfS2Cta8S5,0,132253,2007,https://i.scdn.co/image/ab67616d0000b2734d525f0a01b7c9c0502c3397,False,13,['grindcore']
Firestarter,The Prodigy,False,79CUrU5o2KAVDTNm4x3eGU,62,279800,1997,https://i.scdn.co/image/ab67616d0000b2738688e410538bc27972791f4c,False,67,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']"
Testify,Phil Collins,False,4LNRM5kAfxwxUHfbFhndXx,37,391520,2002,https://i.scdn.co/image/ab67616d0000b2732881594ebf3be23f47016a50,False,79,"['rock drums', 'soft rock']"
Human Being (1972 demo),New York Dolls,False,5MZAX6L64amLIBzcZ6I8TA,0,355880,2003,https://i.scdn.co/image/ab67616d0000b27319eae8dece0f45622eecc260,False,43,"['early us punk', 'glam punk', 'glam rock', 'protopunk', 'punk']"
I Will Call Upon the Lord,Bill Murk,False,7jy7TQNUrdGhjqL6XEn7VK,0,109296,2005,https://i.scdn.co/image/ab67616d0000b273f8bce68e4eeedfc8dd76e6fe,False,0,[]
Doodlin',Kai Winding,False,49iIIiNfJiZnbRN9wCe6Lp,7,212946,1961,https://i.scdn.co/image/ab67616d0000b2735a016ce5702351b12ede7e0a,False,31,"['jazz trombone', 'space age pop']"
Open Arms,Gary Go,False,7kqSJGCHSJSeoRcgyzSGJ0,8,297920,2011,https://i.scdn.co/image/ab67616d0000b273c6570e9e2d071d73eb6c6e89,False,54,[]
Stampede,He Is Legend,False,0D8t2SSabwoh8Yy8ceti03,17,207066,2006,https://i.scdn.co/image/ab67616d0000b273ea6b6d3d31dba662621c4eee,False,40,['screamo']
Tune In,Cutting Edge,False,4AGLiffnBnXZnE0tJBRb5o,0,361654,1982,https://i.scdn.co/image/ab67616d0000b273bc130dfac1b0d503f00b0c70,False,1,[]
Hermitage,Pat Metheny,False,0DhNOb7mEcMwlJdlSc17SD,22,336573,1979,https://i.scdn.co/image/ab67616d0000b273522c371246b1f1a56d666e04,False,55,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']"
Untitled,Brainchoke,False,0cqt6wlAgd7poYzzrPqC4I,0,53906,2009,https://i.scdn.co/image/ab67616d0000b2739fe37ed6da626ef90ccccbb5,False,0,"['british grindcore', 'necrogrind']"
Stars (GROWTH Ultraviolence Mix),Ultraviolence,False,5qyYtUFwhMq4KsKIhwTKaj,0,271120,2009,https://i.scdn.co/image/ab67616d0000b273fab03278e24edd0f402f1924,False,8,[]
The Magic Violin,Hot Club Of Cowtown,False,5IZPwu9ImtvHWrVd302Lv6,0,166520,2009,https://i.scdn.co/image/ab67616d0000b273dea4b4d781d87032a121445a,False,22,['string band']
The Darkness (Komor Kommando Mix),Zombie Girl,False,43cyZYRpFsVkzjZp0mjOgk,0,261333,2010,https://i.scdn.co/image/ab67616d0000b273d5e180aa7e4c9da6b0b20661,False,28,"['aggrotech', 'industrial metal', 'steampunk']"
Let The Drummer Have Some,fIREHOSE,False,4pcxDDBXdtwY8VAYd1tUSM,6,61826,1989,https://i.scdn.co/image/ab67616d0000b27302e12add0a587ff1239d3062,False,30,"['gbvfi', 'post-hardcore']"
Advice,Ann Nesby / Jamecia Bennett,False,0uG3ldfTFFgUNwprjtrQOL,5,340800,2002,https://i.scdn.co/image/ab67616d0000b273a0615a39c3d389d109fd9c6f,False,36,[]
Yo Soy Abacua,Bobby Valentin,False,1qFKrh2GAz3vNfpsrE3dQL,6,179346,1970,https://i.scdn.co/image/ab67616d0000b273f6da587522bc571426d8dd98,False,46,"['boogaloo', 'jazz puertorriqueno', 'salsa', 'salsa puertorriquena']"
