Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Hood Figga Juke,DJ Rashad featuring DJ Chi Boogie,False,6OSolAzU0c0XCr29TPK6VA,2,151014,2008,https://i.scdn.co/image/ab67616d0000b273615528bc6fd5ac912af0aa61,False,34,['footwork']
I Am The Walrus,Spooky Tooth / Mike Harrison,False,7emHFUbm2WL9gVaXFT5IGA,24,382826,2000,https://i.scdn.co/image/ab67616d0000b2732f7a22ba45ea9fc82797e933,False,31,"['blues rock', 'proto-metal', 'psychedelic rock']"
Pub Pusher,Republica,False,0KRQ63oddZoXaQlaSN5lMd,2,262360,2002,https://i.scdn.co/image/ab67616d0000b2739b3b9265bd8bdd51d2246d88,False,43,"['britpop', 'candy pop', 'new wave pop']"
Best Friend,Toni Braxton,False,1ycpjr5hj9YedvkYph5Sn3,32,267240,1993,https://i.scdn.co/image/ab67616d0000b273d54131134a4b22bf1ccd6042,False,66,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']"
Eric,The Monroes,False,3wSeIjFULFQv8dnDjsr1XC,0,260545,2009,https://i.scdn.co/image/ab67616d0000b2738d0285bbf9e878648dd92766,True,0,[]
Hunger Strike,Temple Of The Dog,False,0W7AbEauB7cP4pidLclApe,64,246266,1990,https://i.scdn.co/image/ab67616d0000b273483c3d93af76b1f635f9dc7d,False,57,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'rock', 'supergroup']"
Kurrajong,David Hudson,False,0WXzsvWTwGoOAhGFc4dwV5,3,137840,2006,https://i.scdn.co/image/ab67616d0000b27327c0535c3c556e212705d8ab,False,27,['didgeridoo']
Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,Dale Russ / Finn MacGinty,False,6swsjcKYes3SRZPtMOvW6E,1,261839,1999,https://i.scdn.co/image/ab67616d0000b273f91bd25dbee3def3f6293845,False,1,[]
Die Slow,Sheek Louch,False,5bRgR1IiA1jlZM3D3ZJIJf,2,64813,2022,https://i.scdn.co/image/ab67616d0000b273bb0c04020fc379556e5f93a0,True,43,['hardcore hip hop']
Till We Ain't Strangers Anymore,Bon Jovi,False,7yO9S0M4caGlokgJ0CTo98,42,283320,2007,https://i.scdn.co/image/ab67616d0000b273a95ae3465b38b061e14cc4bf,False,81,"['glam metal', 'rock']"
Stumble,R.E.M.,False,51WkjnymXvl15nanoGPYni,21,341840,1982,https://i.scdn.co/image/ab67616d0000b273a6e395337b7bebe12b1f407e,False,75,"['alternative rock', 'athens indie', 'permanent wave', 'rock']"
Bewitched_ Bothered & Bewildered,The Allies,False,67bsdGJ6d3u2QKO7rdvguE,0,232946,2012,https://i.scdn.co/image/ab67616d0000b273583d728c7074efe3c72fcd35,False,4,['barbershop']
Taking Over,Big Rich featuring Devo,False,72pkDHosi4RJ2qJtKOhSZC,0,254626,2006,https://i.scdn.co/image/ab67616d0000b273d3ee11133d874fe6f78b8813,True,11,['hyphy']
Ay ! Mi Sombrero,Jo Privat,False,0PvNy5PKhS4IicwjcxDrg2,0,122666,2019,https://i.scdn.co/image/ab67616d0000b273170adbf7454b9fb381860dc0,False,22,"['bal-musette', 'jazz accordion']"
The Murder Prologue,Steve Vai,False,13v4uvZ3ZXNMNb4YcKBtRW,2,69906,2008,https://i.scdn.co/image/ab67616d0000b27333ca06d973102ec76c95c26f,False,52,"['instrumental rock', 'metal guitar', 'shred']"
