Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Along Comes Mary,Cal Tjader,False,2fg0o6bdIY2FffG6z1fYbF,1,276280,2023,https://i.scdn.co/image/ab67616d0000b27307d53b36921c059ec6dde474,False,44,"['cool jazz', 'jazz vibraphone', 'latin jazz']"
Sentimental Man,Winston Reedy,False,7n0ShZeoewT4ZOJCmwHdnQ,0,196200,2002,https://i.scdn.co/image/ab67616d0000b273dbf5acf17f526ac40e249447,False,27,['lovers rock']
God Don't Never Change,Blind Willie Johnson,False,1Lm0nXUfl9WlMTPvUQPLVk,13,176600,1993,https://i.scdn.co/image/ab67616d0000b273bdee697d8f822e280752adf9,False,36,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'texas blues', 'traditional blues']"
Dark End Of The Street,Diamanda Galas,False,1pTOAsLA1VJPLe5IusBOZb,13,163133,1994,https://i.scdn.co/image/ab67616d0000b2735a6e51883c2a5f65f6d97e42,False,27,"['experimental', 'experimental vocal', 'industrial', 'laboratorio']"
Zydeco In D-Minor,"Myrick ""Freeze"" Guillory",False,5DqBIhTIAOUQRsmqe5f0oA,0,300773,1991,https://i.scdn.co/image/ab67616d0000b2736476f9ca2e550758dee007e4,False,0,[]
The Wonderful World Of The Young,Danny Williams,False,62wqW6Q9eTozrruWPt9Z9i,14,169333,1997,https://i.scdn.co/image/ab67616d0000b27372368415b73f163687805939,False,31,[]
The Hanged Man,Moonspell,False,3e0tyTV5FiV1bcYeRjdDz2,14,386333,1998,https://i.scdn.co/image/ab67616d0000b273c69de150ed9a7bd638fec97c,False,44,"['gothic black metal', 'gothic metal', 'melodic death metal', 'metal', 'portuguese black metal', 'portuguese metal', 'portuguese rock', 'power metal']"
The Forgotten Lands,David Arkenstone,False,7xV2k7FEMtUT4IUu4L87it,4,314533,1996,https://i.scdn.co/image/ab67616d0000b2733dc8b9b72f20b9e75e87ee02,False,53,['new age']
Down In Dixie,Grandpa Jones,False,5vwBkjQDkLVLCDoDnbYmU2,3,144253,1976,https://i.scdn.co/image/ab67616d0000b2737fed1734ce882f63a14d5eee,False,32,"['banjo', 'country gospel', 'western swing']"
Harboring An Apparition,Mouth Of The Architect,False,7Lxm6M59GTcvXKDXLjqTht,1,474517,2018,https://i.scdn.co/image/ab67616d0000b273fa82240a82eb401193d68488,False,15,"['atmospheric post-metal', 'drone metal', 'post-metal', 'sludge metal']"
Shattered Life,Seventh Day Slumber,False,2CQwzG5nbS7ys8CHSlavVg,18,209693,2005,https://i.scdn.co/image/ab67616d0000b27370e45cb9c0b232305c2819ba,False,42,"['ccm', 'christian alternative rock', 'christian music', 'christian rock']"
Spend the Night featuring Rock Money and Paul Law,Tech N9ne,False,4PsG9R9J8qtTa8QTEM2QiR,12,262594,1999,https://i.scdn.co/image/ab67616d0000b273a0ef549842863a43eba8b75a,True,70,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
I Woke Up One Morning And I Could Hardly See,Sonny Terry / Brownie McGhee,False,5mBmXx5Qd4imeB8OzlVMWh,0,342173,1939,https://i.scdn.co/image/ab67616d0000b2738e1c7534acc44c452fa7c122,False,34,"['acoustic blues', 'blues', 'country blues', 'harmonica blues', 'piedmont blues', 'traditional blues']"
Patience,Guns N' Roses,False,1OEoNpiyqBghuEUaT6Je6U,70,354880,1987,https://i.scdn.co/image/ab67616d0000b273275b7ffe49eb84ab13a71980,True,81,"['glam metal', 'hard rock', 'rock']"
Night Falls (The Weight Of It),Strata,False,3YZV93jhF6ysQbqtbqYaQC,14,201546,2007,https://i.scdn.co/image/ab67616d0000b2733dc9b2570c9a5b48af0531c3,False,29,['grunge pop']
Violet Heart Box,Willie Isz,False,1rlVzRnJLNFm8UdovMMwKo,0,338733,2009,https://i.scdn.co/image/ab67616d0000b273f2804ca03b9bc847cbb6ffef,False,1,[]
The World Is Waiting For The Sunrise,Bob Crosby,False,5Cao9rOrLvu9cwoTlOPxG7,0,170466,2006,https://i.scdn.co/image/4a240b6fa199b90488a84c1609eadbfeddff7030,False,37,"['big band', 'british dance band', 'swing']"
Follow The Light,Dungeon Family,False,0J5Wpb11WR8RAaClP8w9H9,31,264666,2001,https://i.scdn.co/image/ab67616d0000b273b0eb2be978c4e3c23935b699,True,33,"['atl hip hop', 'dirty south rap']"
Maybe You'll Love Me Too,Jazz Gillum,False,0PIjAGvzgjuJlp0EmOSCRb,0,191869,1993,https://i.scdn.co/image/ab67616d0000b2736a04b283b0d732a268dc16e8,False,8,"['chicago blues', 'country blues', 'harmonica blues']"
Let it go Interlude,PMD,False,2UxXCYwiGYPmyojJsKHcoe,0,44280,2013,https://i.scdn.co/image/ab67616d0000b273ca8f1f12b14026182fe11715,True,30,"['deep east coast hip hop', 'hardcore hip hop']"
It Hurts Me Too,Jeremy Spencer,False,7tPJRpGrQow5dUO1xJijy0,27,289960,2006,https://i.scdn.co/image/ab67616d0000b273d4cdd6210185a852fe679187,False,35,['british blues']
