Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Dance_ Gypsy_ Dance,Arthur Tracy,False,6AeO3rY3bKyY4GjgZ7yfzv,0,163360,2011,https://i.scdn.co/image/ab67616d0000b273d60fcf0b63d76420d13339a4,False,3,[]
Love Me,Angelo Badalamenti,False,6WSB31O8sxrhly3HNfOEzF,35,304066,1990,https://i.scdn.co/image/ab67616d0000b2730fe62e9afb4ae8f52a241d33,False,49,"['dark jazz', 'soundtrack']"
Subterranean Homesick Alien,Radiohead,False,2CVV8PtUYYsux8XOzWkCP0,62,267693,1997,https://i.scdn.co/image/ab67616d0000b273c8b444df094279e70d0ed856,False,85,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Lullaby,Seamus Egan,False,4pBEcRK6UTn4g4UxaC87Xo,2,205293,2006,https://i.scdn.co/image/ab67616d0000b2733f853744a6e0682e0b487794,False,27,"['celtic', 'irish banjo', 'irish folk', 'uilleann pipes']"
Alguna Vez,La Portuaria,False,13Sh5MAlGQrKyOMBY3hog8,13,147960,1993,https://i.scdn.co/image/ab67616d0000b273502fc044902abef5a1506338,False,47,"['argentine rock', 'ska argentino']"
It's Not Me,3 Doors Down,False,2URM9JCtPUL7qCLhpuipzZ,30,194266,2005,https://i.scdn.co/image/ab67616d0000b273b296ff101658ac17f75e343b,False,73,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
The Majesty Of Rock,Spinal Tap,False,34VrvyaAKYgl7bBWCN4Lq8,20,235440,1992,https://i.scdn.co/image/ab67616d0000b273d1c2ad96ff1f9b528ab3763b,False,37,"['comic', 'comic metal', 'parody']"
Fausse monnaie,Gus Viseur,False,4iv5WSXXeCOq06nQ5i8nMI,15,180280,2015,https://i.scdn.co/image/ab67616d0000b273f7fa9c4a194727401b9d8afa,False,32,"['bal-musette', 'jazz accordion']"
Strange Thing,Buzzcocks,False,5eWyfJipdqtHPpZ6s2TMTv,17,250400,1979,https://i.scdn.co/image/ab67616d0000b273ee89a285a9b6ec19328aa668,False,50,"['alternative rock', 'britpop', 'madchester', 'new wave', 'post-punk', 'punk', 'uk post-punk']"
I Live to Be Hated,GG Allin,False,5jG05EcqjNsf6sQlMmBgEi,2,185546,2006,https://i.scdn.co/image/ab67616d0000b273d18e34e48143c96e99bdf2af,True,39,"['hardcore punk', 'punk']"
Ma Rainey's Black Bottom,Ma Rainey,False,7z75xKyMlbgDaUKANU6ykM,23,134026,2020,https://i.scdn.co/image/ab67616d0000b273d59d138e332cf156a531acda,False,13,[]
Journey To Love,Stanley Clarke,False,5rt1JXfJFIJOlzf0HpuPDv,15,294520,1975,https://i.scdn.co/image/ab67616d0000b2737c52e7b39c4dc4d1592dce33,False,46,"['electric bass', 'jazz funk', 'jazz fusion']"
I Want It,Zombie Girl,False,1Aw4wEcRorA2Y7wyBgxEmX,19,260546,2006,https://i.scdn.co/image/ab67616d0000b273843b4b4e7fe0e3c35a26605f,False,28,"['aggrotech', 'industrial metal', 'steampunk']"
