Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Eleanor Put Your Boots On,Franz Ferdinand,False,24AFErHUiORpll04wrR6u4,40,169933,2005,https://i.scdn.co/image/ab67616d0000b27392c508bc5a40ea588bcaed38,False,70,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']"
Sally In the Garden,Kathy Mattea,False,0cWSquIusPs7EB1bjUoqnX,2,44640,2008,https://i.scdn.co/image/ab67616d0000b273e078b95455c3f8ac39fcc35c,False,46,"['classic country pop', 'country', 'country rock', 'deep contemporary country']"
Sous la Tour Eiffel,Taboo,False,5DjAXAZV2WxmQhtr20KGEt,2,302132,2010,https://i.scdn.co/image/ab67616d0000b273b52340b90ccec82dcb680b06,False,2,[]
The Joes Mobilize,Alan Silvestri,False,3YkKoXIUlqi2Vs9wEl4y08,3,504772,2009,https://i.scdn.co/image/ab67616d0000b273268d68dc04f5bcd4158c7d38,False,61,"['orchestral soundtrack', 'soundtrack']"
Ammonite,Zeromancer,False,39VbcjPgW8um9TkrU1YgO4,9,362520,2009,https://i.scdn.co/image/ab67616d0000b273403f14601c8b10eee2d4ebcb,False,35,['industrial metal']
So Unhappy,Byther Smith,False,7L9H9fSzusHZ6Dn3JUmm8I,2,269800,2004,https://i.scdn.co/image/ab67616d0000b273cc0d4968c470db6c2407e3be,False,33,"['blues', 'electric blues']"
San Cristobal,Dusminguet,False,5w8GF3APVlYjjoSottPBd4,7,199066,2001,https://i.scdn.co/image/ab67616d0000b2730b8aefa586a46326dfec5d51,False,26,"['rock catala', 'rumba catalana']"
If I Ruled The World,Regina Belle,False,0Oem3xfZWW2vVAW2yeF0Oa,2,274840,2004,https://i.scdn.co/image/ab67616d0000b27397206e95cfea205abc003103,False,48,"['contemporary r&b', 'quiet storm', 'urban contemporary']"
I Got To Quit My Baby,Sunnyland Slim,False,3TtUYhs6Xuq2DvjqLktl6w,0,149013,2005,https://i.scdn.co/image/ab67616d0000b273c4d3b51fb86f4e4e41b5499b,False,24,"['chicago blues', 'delta blues', 'piano blues']"
Don't Cry_ Joe,Gordon Jenkins,False,1Yu3UwVorxHTirKfCGkmMa,1,194573,2009,https://i.scdn.co/image/ab67616d0000b273ef7da6daa6fbf7586d63ba99,False,20,['space age pop']
Lobotomy,Chaotica,False,3M2wnHPA0BZlCPUhgMIhjR,4,243200,1999,https://i.scdn.co/image/ab67616d0000b27393755f97c318c3eb72979087,False,29,['neo-industrial rock']
To The Stars,Claire Hamill,False,7caFuW0pCkHRQpldK9LVfU,1,123342,2020,https://i.scdn.co/image/ab67616d0000b2732882f33300e7a94f9b90d5e2,False,11,['british folk']
Party Til The Cows Come Home,Elvin Bishop,False,7roWKlqrevJBxZ7Y7odtiY,14,207373,2002,https://i.scdn.co/image/ab67616d0000b2734a76132ea75f5402cf273e31,False,8,[]
The tears I cried,Lara & The Gumbo Lickers,False,2cZMz21FhPxsHtJlMNS1q8,0,233346,2008,https://i.scdn.co/image/ab67616d0000b27384eb781874203af1bd47f8ef,False,12,[]
Into A Swan,Siouxsie,False,2EtgMHMtlnnbSTnNHH6WRz,22,251533,2007,https://i.scdn.co/image/ab67616d0000b2733ad4641a4e5207acd5a9bcb4,False,33,[]
Compulsory Resurrection,Abysmal Dawn,False,5xKie4qu4trmuxaGauywHp,4,250346,2008,https://i.scdn.co/image/ab67616d0000b273c98cf8a1c84213a078a3e8bc,False,25,"['brutal death metal', 'cosmic death metal', 'death metal', 'deathgrind', 'technical death metal']"
La Excursion,1. Futurologischer Congress,False,36vE9rAkGY1W7zLPtIPZCj,0,107453,2006,https://i.scdn.co/image/ab67616d0000b2730a74e7e7f5ccdaa5d9cdc854,False,6,['neue deutsche welle']
Big Balls And Cow Town,Asleep At The Wheel,False,0BaJhQpni1PSzqpew3punk,0,251898,2018,https://i.scdn.co/image/ab67616d0000b273505d47a54a95ae79c5c2a5e9,False,42,['classic texas country']
I Hold Your Hand In Mine [Live At Royal Albert Hall],Tiny Tim,False,22vqeGWiaOdGf06SvCOlLF,1,43373,2000,https://i.scdn.co/image/ab67616d0000b27302cdb71bc8c7648f93d12789,False,47,"['novelty', 'outsider']"
Larger Than Life,Backstreet Boys,False,6sbXGUn9V9ZaLwLdOfpKRE,66,232826,1999,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b,False,78,"['boy band', 'dance pop', 'pop']"
Salt In NYC,Trafik,False,4lnICEWpsFpAps1NRcqpYF,0,405293,2007,https://i.scdn.co/image/ab67616d0000b273fa7a49072807a76aa93edf27,False,7,[]
Baby Come To Me,Kenny G featuring Daryl Hall,False,3nvxupC482qUUd9sgACMdr,21,235400,2004,https://i.scdn.co/image/ab67616d0000b2736ec48f57d6dc04dc71159417,False,69,"['smooth jazz', 'smooth saxophone']"
Blessed Assurance,Glad,False,60JNevpOBPto1EMhU4hlHk,7,271600,1993,https://i.scdn.co/image/ab67616d0000b2737414383023c2b90365732ea9,False,31,['christian a cappella']
Den Pai Alo,Christos Dantis,False,0XvX8v2xopXyu7P6ufRLst,6,242600,1984,https://i.scdn.co/image/ab67616d0000b2735899355d7efeef51b3d97819,False,38,"['classic greek pop', 'greek pop', 'laiko']"
Knocked Out Of The Park,John Davis,False,49c5ZyHWQcv9WBncskBqmD,0,183160,1997,https://i.scdn.co/image/ab67616d0000b2733455821b8ee2a56769b451f6,False,12,[]
It Wont Be Christmas,David Martin,False,2IMJIDzbp8zsmHLXYErOtN,0,237732,2012,https://i.scdn.co/image/ab67616d0000b2736be138b460be145d207b422e,False,4,[]
OAKtown,Casual,False,1EcdpT0BFTESFuL6t7ay37,1,259440,2004,https://i.scdn.co/image/ab67616d0000b273c099c29f7f47daa619440b23,False,32,"['alternative hip hop', 'turntablism']"
Wessex Loses a Bride,Nick Ingman;Gavyn Wright,False,2aL3RbCFmGsr9n9RjMs0vM,9,111626,1998,https://i.scdn.co/image/ab67616d0000b273ce7fb992b78d0afc5380498f,False,43,"['british soundtrack', 'soundtrack']"
I Hate You,The Stolen Minks,False,2fa3DKWlxMINFOHM7gItKU,0,56426,2008,https://i.scdn.co/image/ab67616d0000b273db35be668558032c95211ebb,False,0,['halifax indie']
