Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Wind Beneath My Wings,RyanDan,False,49vLtGNCdYsjiSM1Ugb8cs,20,255800,2007,https://i.scdn.co/image/ab67616d0000b2730c85bfdf6bd18469fd68cb5e,False,27,['operatic pop']
Black Market Hell,Aiden,False,2dPReMYP0Nbyv7SNyTWrZg,1,180480,2010,https://i.scdn.co/image/ab67616d0000b273b9c0afd08764f4077bdc3507,False,37,"['horror punk', 'screamo']"
The Way I Am,Eminem,False,23wfXwnsPZYe5A1xXRHb3J,71,290426,2000,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,True,93,"['detroit hip hop', 'hip hop', 'rap']"
22 (Acoustic),Lily Allen,False,6uKMv83I0QMPMXUCRL8FOD,5,188066,2009,https://i.scdn.co/image/ab67616d0000b2737f62b5b87e2aa9734631d052,False,70,"['dance pop', 'electropop', 'neo mellow']"
Nino ven pa'ca,Juan Carmona,False,6skdQtEvZLHz6iakOtrnBC,0,204573,1996,https://i.scdn.co/image/ab67616d0000b27337d61689e81d994825e209ce,False,18,"['flamenco', 'flamenco guitar']"
Revolver [Tracy Young's Shoot To Kill Remix],Madonna,False,35d5drInpo5DwQogI0e56K,11,564960,2009,https://i.scdn.co/image/ab67616d0000b273eb6f49c6eea56c41f385ed5f,False,81,"['dance pop', 'pop']"
Hey Joe,Roy Buchanan,False,2yIuOkKwZuH4mVZUrOEbkA,31,436413,2012,https://i.scdn.co/image/ab67616d0000b273f45b400125c72430e71cfca8,False,43,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'traditional blues']"
Parola di faliero,Inoki,False,4XphnVRllyWTMo1EquaF2h,5,75933,2007,https://i.scdn.co/image/ab67616d0000b2732d85b565affa0a6d54098c7f,False,43,"['italian hip hop', 'italian underground hip hop']"
Can't Find My Sadie,Checkers,False,22esUYtm7TDwWTGg6yslFB,0,161360,2010,https://i.scdn.co/image/ab67616d0000b273c87021fc2c979cebe69a93ae,False,3,[]
Las Hermanas Granaditas,Los Nakos,False,7oORthO6X2vTWa4QQFnbOh,0,131039,1998,https://i.scdn.co/image/ab67616d0000b2738f496a8a272b8c27c17a8d89,False,7,[]
Menuet in the Name of Haydn,Alan Feinberg,False,2dKiSSF0FTL8dMSWf4qNUS,1,155200,2008,https://i.scdn.co/image/ab67616d0000b273048c99b5863f42f9fb7d2c9a,False,61,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
Lies,Pennywise,False,2XzzP3HXqdzK907sGFewD4,28,131480,2018,https://i.scdn.co/image/ab67616d0000b2730b1c378c7f881f362ee3ef8c,False,56,"['punk', 'skate punk', 'socal pop punk']"
