Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
I Versus I,Seventh Star,False,6NHPKTuXX0ktAkDMqGIDli,0,187546,2007,https://i.scdn.co/image/ab67616d0000b273566c151b4870b840e874759d,False,10,"['christian hardcore', 'florida hardcore']"
Ellen Disingenuous,Busdriver,False,07otyyWLfTeINeDL1nbgwI,0,246240,2008,https://i.scdn.co/image/ab67616d0000b273047b355803e4ceb1f56cf0eb,True,39,"['abstract hip hop', 'alternative hip hop']"
Plecaciunea mortii,Negura Bunget,False,4m6PdBKYVL6ebYZY5BrBMF,0,672053,2010,https://i.scdn.co/image/ab67616d0000b27391dbe5d11d1edb9af85c3551,False,18,"['atmospheric black metal', 'avant-garde metal', 'balkan folk metal', 'black metal', 'blackgaze', 'pagan black metal', 'romanian black metal', 'romanian metal', 'slavic metal']"
Ballin' the Jack,Brenda Lee,False,1Z5477NhswjLPzJSvztXyL,0,114416,2020,https://i.scdn.co/image/ab67616d0000b2730945fd5f5fe00f7fee2ed4b2,False,82,"['adult standards', 'easy listening', 'lounge', 'rockabilly']"
Don't Keep Me Wondering,Buddy Miles,False,5j5UwS3b8jqrmQBbshHhsH,21,121066,1997,https://i.scdn.co/image/ab67616d0000b2733c4b089368f1d1c467db319f,False,36,"['psychedelic soul', 'rock drums']"
'Round the Wheel,DJ Harry,False,01k7y1skqsbAi9GAjMsNPj,0,496000,2001,https://i.scdn.co/image/ab67616d0000b2733b1c0f34191cc1534bf748d9,False,9,[]
Me Decidi,Gisselle,False,3nVcrYknYHe2z8DXfWa0OG,3,268866,1998,https://i.scdn.co/image/ab67616d0000b2730bd96887c11a423641e6ba6b,False,56,['merengue']
Ace Insurance Man,Bobbie Gentry,False,12sdVfiSHmdH75XNwz6HEe,6,215066,1968,https://i.scdn.co/image/ab67616d0000b2736fd95ec34b92c52a3aed60ed,False,43,[]
baby Wayo,African Rhythm Messengers,False,6ylHJYKeFXucsQMeNZUerM,1,235226,1999,https://i.scdn.co/image/ab67616d0000b273ef2e820d4477079ab0ac9261,False,5,[]
Sans ton amour,Bonita & Jerry Cormier,False,0ZaLDwRfpQSdX4Q4IngwW4,0,183333,2008,https://i.scdn.co/image/ab67616d0000b273c7be386b7373923b49e4c4f4,False,12,[]
Everybody's boppin',Ben Sidran,False,6WCvJuNIoc7JFeSKO3lh7j,0,367580,2005,https://i.scdn.co/image/ab67616d0000b2739cb35b28c4cc3e6edfea4c49,False,29,[]
The Ram And The Scorpio,Alphonse Mouzon,False,0sSRoOt6auRbN5PXVY3VsZ,1,353129,1978,https://i.scdn.co/image/ab67616d0000b2739bbdc8f8ba532e815853b917,False,31,['jazz funk']
San Agustin,Los Amigos Invisibles,False,6xlC5Y0ZPI9dIKRyMj0UPO,4,116793,2008,https://i.scdn.co/image/ab67616d0000b273a3ed4368522e949234621255,False,61,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']"
We Are One Light,Aeoliah,False,4ihLV1Pxe8ZQzDDIS6DnWg,14,244666,2000,https://i.scdn.co/image/ab67616d0000b273ddaaab11bedc9f4d170a8db9,False,14,[]
This World Is Not My Home,James Blackwood with The Light Crust Doughboys,False,5FqT6totFK5GvPk5hDspfN,0,133160,2016,https://i.scdn.co/image/ab67616d0000b273f0968c0c5b3893dffc006786,False,17,['southern gospel']
Popovic,Mando Diao,False,5CvekHOJ0li7u0Ns0QniPK,21,411826,2024,https://i.scdn.co/image/ab67616d0000b2730f91757fbfe2b92bee3ae2db,False,23,"['frankfurt electronic', 'minimal tech house']"
Pound a Weed,Mikey Dread,False,698pEpEPWv3wNn3SivdtEE,1,201960,2007,https://i.scdn.co/image/ab67616d0000b273c0c493724e6203ba81d7eb29,False,37,"['dub', 'old school dancehall', 'reggae', 'roots reggae']"
I've Got You Under My Skin,Louis Prima And Keely Smith,False,2DlYJ5MGLpDGzYhF76LXtI,20,157333,1991,https://i.scdn.co/image/ab67616d0000b273367e85808d7faa6305951acb,False,62,"['adult standards', 'jump blues', 'lounge', 'swing']"
Puritania,Dimmu Borgir,False,0bKs1y9PTFBddM9qj0JGvb,49,186488,2001,https://i.scdn.co/image/ab67616d0000b27351e41d7c23c5db7a50495816,False,53,"['black metal', 'gothic metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'power metal', 'speed metal', 'symphonic black metal', 'symphonic metal', 'viking metal']"
My Heart's Desire,Kane,False,0E2m5zbIjKlydjgvUvCf4c,10,716400,2004,https://i.scdn.co/image/ab67616d0000b2735d5c979aa85a0b5416b8a594,False,46,"['dutch pop', 'dutch rock']"
Ragoo,Kings Of Leon,False,1ivW2dMacQpwAoc9olT6UJ,46,181133,2007,https://i.scdn.co/image/ab67616d0000b27387ac8463e02cd86380ff6b47,False,77,"['modern rock', 'rock']"
Quand on est amoureux,Les Hou-Lops,False,6vJYYh6OIcx2E952wyg125,11,142181,1965,https://i.scdn.co/image/ab67616d0000b2737a82b247debf758e446ce7e9,False,13,['chanson quebecois']
I Like Young Girls,Love Jones,False,6u3zQ6woOFXR05ZOuMRi7o,0,182733,1993,https://i.scdn.co/image/ab67616d0000b273ebea3f514b2a7fce397d49e0,False,8,['lounge']
Drop The Hammer,The Gone Jackals,False,6ONZBKiYMyyD9QIJuqxSrK,11,220493,1995,https://i.scdn.co/image/ab67616d0000b273b6724999d7335263d4becb74,False,16,[]
Tears Falling Down,Charlie Peacock,False,5jo2R02Y1kBo033B5bGj0S,0,181000,1991,https://i.scdn.co/image/ab67616d0000b273d407a9f9686f2bca66952023,False,35,['deep christian rock']
