Song,Artist,isHot,track_id,popularity,duration_ms,album_release_year,album_cover_url,explicit,artist_popularity,artist_genres
Show You How,The Killers,False,0qXWJhU46zurMYQoAnBxdG,31,166240,2007,https://i.scdn.co/image/ab67616d0000b273c535aaba615ccebdf91f9192,False,80,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
All My Loving,Los Fernandos,False,4k693gm4pSx4Aer1isBz9L,0,127709,2017,https://i.scdn.co/image/ab67616d0000b27373ea0b40d21d3d5115b77c78,False,9,[]
Chelsea Girl (Live),Simple Minds,False,2cIGAIXKbm8AxKhOv1r3ol,5,242798,2012,https://i.scdn.co/image/ab67616d0000b273c3d1b1d7c5b59d78d999d977,False,69,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock']"
Ying Guang Hu Die,Michelle & Vickie,False,0KTXex6yS6nmoRfHexc7Ze,3,279200,2006,https://i.scdn.co/image/ab67616d0000b273efb68c1166ab0ab924761493,False,25,"['mandopop', 'taiwan idol pop', 'taiwan pop']"
On ne meurt qu'une fois,Pamelo Mounk'a,False,5MvKqldXj5559n4MWZDrvW,0,531000,1993,https://i.scdn.co/image/ab67616d0000b27302d2bd5edc1b1ccc4b504938,False,17,['soukous']
The Loco-Motion,Little Eva,False,5xzdDMhFYiuUONB0Mha9VS,60,139120,1962,https://i.scdn.co/image/ab67616d0000b273d7236f14544b3db88ed3f22b,False,49,"['brill building pop', 'doo-wop', 'rock-and-roll']"
Pardesi Pind Wich Ageya,Pardesi,False,4bMNOdM5NUjSjfnBov8FhR,3,254906,1988,https://i.scdn.co/image/ab67616d0000b2733aa144c6f2669bc964018eff,False,6,"['bhangra', 'classic bhangra']"
Extrication Love Song,Hot Tuna,False,3bkZ9lIGnUbsehg37pkIlO,4,270960,1978,https://i.scdn.co/image/ab67616d0000b273a2315d941ee29bbd5bc69d40,False,34,"['blues rock', 'country rock', 'electric blues', 'jam band', 'psychedelic rock', 'roots rock']"
Persiana Americana (Live),Soda Stereo,False,6TayCWN0rKIm0rFdIiUIIA,28,343560,2006,https://i.scdn.co/image/ab67616d0000b2731bbe81fc1e928f05149e49ab,False,77,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']"
Dis moi,Mil,False,3v35lmPUUSZBnJb8rm9ppA,12,160943,2023,https://i.scdn.co/image/ab67616d0000b273d2e3dcab8c2257c575c9bb7f,True,31,['dream plugg']
Don't Bring Flowers,Erik Hassle,False,49RfTSsPn5SC062xx3vlmk,24,195760,2009,https://i.scdn.co/image/ab67616d0000b273b55861c30a8eb7ece3f02aee,True,37,[]
Past Meets Present,Marco Beltrami,False,18pX424MItFSil6TP34Tft,0,170866,2009,https://i.scdn.co/image/ab67616d0000b273a2c74b165977f73ee7221016,False,47,"['orchestral soundtrack', 'soundtrack']"
Recht auf Lungenkrebs,Die Bandbreite,False,2ogfj4YhaHNC05tJ7Tfckk,0,181080,2008,https://i.scdn.co/image/ab67616d0000b273f06b4243174c380720b095ce,False,9,['german alternative rap']
Lil Stuntin,Tum Tum,False,1QLOVV1Uy7WNjOz0LmD0XV,0,214466,2005,https://i.scdn.co/image/ab67616d0000b273b3516b9f333ac2879419a7af,True,34,"['dfw rap', 'dirty south rap', 'houston rap']"
Under World Dub,The Twinkle Brothers,False,4xvebB9YdbTaWPV04WqGzk,3,186840,1982,https://i.scdn.co/image/ab67616d0000b273b2a3b1164dc7f94b71952aa6,False,39,"['dub', 'reggae', 'roots reggae', 'uk dub']"
